Item Code,Total_Revenue,Sales_Count,First_Sale,Last_Sale,Lifespan_Days,Avg_Revenue_Per_Sale,Sales_Frequency,PLV_Simple,PLV_Category
233956,0.0,1,2020-09-30,2020-09-30,1,0.0,365.25,0.0,Low Value
233966,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23397,74.5,2,2020-01-31,2020-09-30,243,37.25,3.006172839506173,335.9398148148148,Premium Value
233974,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
233976,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
233978,0.0,2,2020-01-31,2020-09-30,243,0.0,3.006172839506173,0.0,Low Value
233982,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
233988,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
234002,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234012,0.0,3,2020-03-31,2020-09-30,183,0.0,5.987704918032787,0.0,Low Value
234018,41.010000000000005,4,2020-01-31,2020-09-30,243,10.252500000000001,6.012345679012346,184.92472222222227,Premium Value
234020,16.91,4,2020-01-31,2020-09-30,243,4.2275,6.012345679012346,76.25157407407407,Premium Value
234022,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234028,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234030,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234034,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234036,0.32,2,2020-01-31,2020-09-30,243,0.16,3.006172839506173,1.442962962962963,High Value
234038,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234058,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234062,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234070,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234074,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234076,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234080,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234082,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234086,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234090,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234102,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234106,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234108,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234114,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234148,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234152,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
23416,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234166,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234170,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234174,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
234180,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234186,0.33,3,2020-01-31,2020-07-31,182,0.11,6.020604395604395,1.9867994505494502,High Value
234198,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234202,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234208,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23422,74.7,3,2020-01-31,2020-07-31,182,24.900000000000002,6.020604395604395,449.7391483516483,Premium Value
234232,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234246,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234250,1.36,3,2020-01-31,2020-07-31,182,0.45333333333333337,6.020604395604395,8.188021978021979,High Value
23426,0.25,3,2020-01-31,2020-07-31,182,0.08333333333333333,6.020604395604395,1.5051510989010985,High Value
234266,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234268,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234282,0.08,2,2020-01-31,2020-07-31,182,0.04,4.013736263736264,0.4816483516483516,High Value
234294,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234300,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234304,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234308,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234312,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234314,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
23432,521.0,4,2020-01-31,2020-09-30,243,130.25,6.012345679012346,2349.3240740740744,Premium Value
234322,0.17,1,2020-03-31,2020-03-31,1,0.17,365.25,186.2775,Premium Value
234328,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23433,137.0,3,2020-01-31,2020-07-31,182,45.666666666666664,6.020604395604395,824.822802197802,Premium Value
234332,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234334,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234372,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234382,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234392,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234422,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234426,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234440,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234444,1.0,2,2020-03-31,2020-07-31,122,0.5,5.9877049180327875,8.981557377049182,High Value
23445,2845.0,3,2020-01-31,2020-07-31,182,948.3333333333334,6.020604395604395,17128.619505494506,Premium Value
234476,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234478,0.8500000000000001,3,2020-01-31,2020-07-31,182,0.2833333333333334,6.020604395604395,5.117513736263737,High Value
234536,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234540,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
23456,626.0,3,2020-01-31,2020-07-31,182,208.66666666666666,6.020604395604395,3768.898351648351,Premium Value
234574,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234576,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234584,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23460,65.5,3,2020-01-31,2020-07-31,182,21.833333333333332,6.020604395604395,394.3495879120879,Premium Value
234602,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234610,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
234624,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234630,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234634,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234636,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234638,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234646,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234648,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
234650,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234652,0.0,4,2020-01-31,2020-09-30,243,0.0,6.012345679012346,0.0,Low Value
234654,0.08,3,2020-01-31,2020-07-31,182,0.02666666666666667,6.020604395604395,0.4816483516483516,High Value
234658,0.0,3,2020-01-31,2020-09-30,243,0.0,4.5092592592592595,0.0,Low Value
234660,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234668,0.5,1,2020-03-31,2020-03-31,1,0.5,365.25,547.875,Premium Value
234674,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234678,1.0,2,2020-03-31,2020-07-31,122,0.5,5.9877049180327875,8.981557377049182,High Value
234680,0.16,2,2020-01-31,2020-03-31,60,0.08,12.175,2.922,High Value
234682,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234686,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234690,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
234692,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234706,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234742,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
23475,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234752,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234758,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234768,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234772,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234782,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234788,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
234794,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234816,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234818,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234828,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234860,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234876,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234882,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234904,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
234908,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234910,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234930,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
234938,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234942,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234950,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
234952,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234970,0.08,3,2020-01-31,2020-07-31,182,0.02666666666666667,6.020604395604395,0.4816483516483516,High Value
234976,0.41000000000000003,2,2020-01-31,2020-03-31,60,0.20500000000000002,12.175,7.487625000000001,High Value
234982,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
234984,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
234986,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235004,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235008,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235010,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235052,13.939999999999998,3,2020-01-31,2020-07-31,182,4.646666666666666,6.020604395604395,83.92722527472525,Premium Value
235060,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235084,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235088,8.14,3,2020-01-31,2020-07-31,182,2.7133333333333334,6.020604395604395,49.00771978021977,High Value
23511,7.08,3,2020-01-31,2020-07-31,182,2.36,6.020604395604395,42.62587912087911,High Value
235114,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235120,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235126,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235130,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235132,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
23514,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235140,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235142,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
235146,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235150,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235158,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235162,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235166,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235168,2.02,3,2020-01-31,2020-07-31,182,0.6733333333333333,6.020604395604395,12.161620879120878,High Value
235176,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235192,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235208,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235210,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235216,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235220,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235222,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
23523,183.07,3,2020-01-31,2020-07-31,182,61.02333333333333,6.020604395604395,1102.1920467032967,Premium Value
235230,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235232,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
235234,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235250,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235252,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235254,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235258,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235268,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23528,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235284,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235286,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235288,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23529,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235290,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235296,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
23530,55.66,3,2020-01-31,2020-07-31,182,18.55333333333333,6.020604395604395,335.1068406593406,Premium Value
235300,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235306,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235308,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235312,15.21,3,2020-01-31,2020-07-31,182,5.07,6.020604395604395,91.57339285714285,Premium Value
235314,13.2,3,2020-01-31,2020-07-31,182,4.3999999999999995,6.020604395604395,79.471978021978,Premium Value
235316,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
23533,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235334,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235338,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235340,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235344,0.08,2,2020-01-31,2020-07-31,182,0.04,4.013736263736264,0.4816483516483516,High Value
235348,0.16,1,2020-01-31,2020-01-31,1,0.16,365.25,175.32,Premium Value
235354,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235356,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235358,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235360,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235362,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
235364,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
23537,4.25,1,2020-07-31,2020-07-31,1,4.25,365.25,4656.9375,Premium Value
235394,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235396,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235404,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235414,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
23542,3.75,1,2020-07-31,2020-07-31,1,3.75,365.25,4109.0625,Premium Value
235428,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235440,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235446,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235462,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235464,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235476,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235480,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235482,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235488,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235494,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235496,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235506,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235520,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235522,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235528,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235530,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235538,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235554,0.16,3,2020-01-31,2020-07-31,182,0.05333333333333334,6.020604395604395,0.9632967032967032,High Value
235560,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235564,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235568,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235570,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235574,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235576,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
23558,10.32,3,2020-01-31,2020-07-31,182,3.44,6.020604395604395,62.13263736263736,High Value
235580,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235582,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235586,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235602,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235610,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235612,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235614,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235616,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235618,17.21,3,2020-01-31,2020-07-31,182,5.736666666666667,6.020604395604395,103.61460164835165,Premium Value
235620,18.96,3,2020-01-31,2020-07-31,182,6.32,6.020604395604395,114.15065934065933,Premium Value
235624,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235628,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235634,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235638,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235640,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235646,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235648,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
235650,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235652,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
23566,0.74,2,2020-01-31,2020-07-31,182,0.37,4.013736263736264,4.455247252747252,High Value
235682,0.24,3,2020-01-31,2020-07-31,182,0.08,6.020604395604395,1.4449450549450549,High Value
235684,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
235686,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235692,0.5,1,2020-07-31,2020-07-31,1,0.5,365.25,547.875,Premium Value
235702,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235710,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235712,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
235720,0.16,3,2020-01-31,2020-07-31,182,0.05333333333333334,6.020604395604395,0.9632967032967032,High Value
235722,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
235724,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235726,0.0,2,2020-01-31,2020-09-30,243,0.0,3.006172839506173,0.0,Low Value
235728,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235734,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
23574,0.08,1,2020-01-31,2020-01-31,1,0.08,365.25,87.66,Premium Value
235748,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
235770,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235776,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
235802,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235804,22.57,3,2020-01-31,2020-07-31,182,7.523333333333333,6.020604395604395,135.8850412087912,Premium Value
235810,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
235812,18.18,3,2020-01-31,2020-07-31,182,6.06,6.020604395604395,109.4545879120879,Premium Value
235814,10.53,3,2020-01-31,2020-07-31,182,3.51,6.020604395604395,63.396964285714276,High Value
235816,3.54,3,2020-01-31,2020-07-31,182,1.18,6.020604395604395,21.312939560439556,High Value
235818,50.5,3,2020-01-31,2020-07-31,182,16.833333333333332,6.020604395604395,304.04052197802196,Premium Value
23590,2.5,2,2020-01-31,2020-03-31,60,1.25,12.175,45.65625,High Value
23600,0.0,2,2020-01-31,2020-09-30,243,0.0,3.006172839506173,0.0,Low Value
236004,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236008,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236010,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236012,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
236020,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236026,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
236032,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236034,0.0,2,2020-01-31,2020-07-31,182,0.0,4.013736263736264,0.0,Low Value
236048,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236068,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236070,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236086,49.32,3,2020-01-31,2020-07-31,182,16.44,6.020604395604395,296.9362087912088,Premium Value
236088,39.849999999999994,3,2020-01-31,2020-07-31,182,13.283333333333331,6.020604395604395,239.92108516483512,Premium Value
236089,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236102,7.32,2,2020-01-31,2020-03-31,60,3.66,12.175,133.68150000000003,Premium Value
236112,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236114,2.46,3,2020-01-31,2020-07-31,182,0.82,6.020604395604395,14.81068681318681,High Value
236116,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
23612,8.78,3,2020-01-31,2020-07-31,182,2.9266666666666663,6.020604395604395,52.86090659340658,High Value
236122,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236124,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
236126,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236130,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
236132,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
236136,0.0,2,2020-03-31,2020-07-31,122,0.0,5.9877049180327875,0.0,Low Value
236138,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236146,0.0,1,2020-01-31,2020-01-31,1,0.0,365.25,0.0,Low Value
236150,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236158,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236162,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236164,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236166,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236170,0.0,1,2020-03-31,2020-03-31,1,0.0,365.25,0.0,Low Value
236174,2.29,3,2020-01-31,2020-07-31,182,0.7633333333333333,6.020604395604395,13.787184065934063,High Value
236176,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236180,0.0,2,2020-01-31,2020-03-31,60,0.0,12.175,0.0,Low Value
236188,0.0,3,2020-01-31,2020-07-31,182,0.0,6.020604395604395,0.0,Low Value
236192,0.0,1,2020-07-31,2020-07-31,1,0.0,365.25,0.0,Low Value
